IdPersona|IdEmpresa|Categoria|Piramide1|Piramide2
O8136|3ea5d44bd47335941cf39bb3c0ddb7b17f581c1cea1a76046d42ce002e89babf|A|4 Micro|4.7 Transaccional - Independiente
M8137|52be91dc5409687fde40a740fa71c250b5f844852092f23509bf79e556bd1549|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
A8138|31cffa8c45798075b8bbfad2dec1b1f21455a965cce479c8cfa16d0b0e47063b|A|4 Micro|4.1 Estándar
Z8139|bf85e3062032a9f8602fd7fee5dbab65bb76cbabf26c49da5fd966b3d34100c4|B|1 Emp Grandes|1.2 Premium
J8140|cb300444ed848121802be403f492911803614577afcb2518b310813e759ed710|A|2 Emp Medio|2.1 Gold
K8141|abff35add5ab7310f6e4beb2273fca88ba302df43b814916e90d6aaffb5cc177|A|4 Micro|4.4 Trans.Natural Ent. 11 a 99 Trab.
U8142|42d6bac83003396052314ca9b0b09c3cd54321a1e14db9f677dfd29badc9ae13|B|4 Micro|4.5 Transaccional
M8143|46df6c73e5605584f6ff12a4caa57a8a5a80e7538ec71853b97b82df07480e6f|A|4 Micro|4.5 Transaccional
B8144|77f1defdcc01d5e1a990078af810a288d59466d6e78f9dbc21576f7b9457105a|A|2 Emp Medio|2.2 Silver
A8145|cd319083f093c515d6b42b19eb5e46a521967aa56e2bb8fd2ba67d01114857bd|A|4 Micro|4.5 Transaccional
Y8146|50c199c32b1f860b214b59989e2f70be2340b772255d3d3be85cbf09dc0e3397|B|3 Empresas Pymes|3.2 VIP Estándar
C8147|b29ced2d3db25b9c6da76aead9705f83b3bbd1410718a1fd137e8f8d1dd12c51|A|1 Emp Grandes|1.2 Premium
P8148|066c9f551350bcf656b17056d369f3c206c967c716f34e1b2104fe3ea89863f9|A|1 Emp Grandes|1.1 Platinum
H8149|db939dce2e98afcdb8b47a96ff8a7465846c50a6df31429f307ede503177e2c6|C|3 Empresas Pymes|3.1 VIP
Z8150|4362ce079df91693183ef65b41ce0a1ac9f86f77f61bb23d12ddfe8979cad763|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
R8151|bf90f373b2e7b73378225ba0efd3562c47b07a5fdbd6ca0d9e37a7ffc980043a|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
L8152|1edd04714d1839c50d31db12115ffa0566ca589c19adea43469333ae070fbc1a|A|2 Emp Medio|2.1 Gold
M8153|51899544317a74a66d5d18f5c99e0c3bd9c5cbea71dd6fcac1a2e45049905d34|C|3 Empresas Pymes|3.1 VIP
X8154|19f66da379ce6cc91b5726d965884de098b41bdb7355aead3f16d71c8a808518|A|4 Micro|4.5 Transaccional
P8155|bd0a602411410cb4a013e2a0ea6c3b80b168efbf322048f47ba5bcb9aa685c10|A|2 Emp Medio|2.1 Gold
H8156|ba898e8fc799898fd050e0f66494927414e96499dfb6df93f176e41980ae1d30|A|4 Micro|4.1 Estándar
W8157|01be25cd9ec25f5815575d4093dda306ddda2e004edb0956806a32c12946246e|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
R8158|95f8584e307f2029d839242d1f20eae19ecb4b32502ca1d7a7d6df6b9f0775f9|A|3 Empresas Pymes|3.1 VIP
F8159|e51d8dc2086459f4a420834efccf92ae966cdc229301f7ca8ad9b3091bb9583b|A|4 Micro|4.5 Transaccional
I8160|06b9465756688e7ec4bd5cc80b38262a9021a7a14bac31b5faad2a528952aa91|A|3 Empresas Pymes|3.1 VIP
D8161|97bb2de7a9c4247dbde6eb24522b8b96c51e7b00e795547bd494377b7f2a1663|B|4 Micro|4.2 Trans. Mas de 100 Trab.
O8162|51b1bcfd33be054f625e1ce050a6b9b9e83f604a737c97ac8c56a0a8d1138224|A|3 Empresas Pymes|3.1 VIP
M8163|9bf70456e78867eba99217968cf6eaf08a6864a43362fe89a579c370f606abfc|A|2 Emp Medio|2.2 Silver
A8164|fd4d90a2552d0d1133041fad466a5d36122303fb5bed0aae876ef59d4d79f44f|A|2 Emp Medio|2.2 Silver
Z8165|aefb6741c673f3b62a9f4a171639aed04ccc600b2b3148b364d9068a79805e2a|A|2 Emp Medio|2.1 Gold
J8166|4b9f746fa4e583cd661de4e48d1df03c2ab11eb5950486f664a44ba01cb10f68|A|4 Micro|4.1 Estándar
K8167|dd16d2839e365356af26a2d687cdd0181ed4d66cf52e1b1a73a83471d346bcd1|A|2 Emp Medio|2.2 Silver
U8168|8fbf517f991580f4b6a3a00fc1a872cbb0bc2c3cd90d0175ab312e45fd9968db|A|3 Empresas Pymes|3.2 VIP Estándar
M8169|b71d238f4a9fa83270edbfed4dda9fb9d61bc909a844327b5ddad37fbccf1bb5|A|1 Emp Grandes|1.2 Premium
B8170|16e4083d2eab7fd85464f1df71122ad46204881729a18342554b866ed4076f96|A|3 Empresas Pymes|3.1 VIP
A8171|952eea272946f967886d2324e8da3bec636db4424c38a4c57fb5cf5b3f387200|C|3 Empresas Pymes|3.1 VIP
Y8172|04e38f1a86e1449e2f2bad6175485781405068ec238afecb93b16107b70fa11d|C|3 Empresas Pymes|3.1 VIP
C8173|2e213d550151857c3a8d168e458a960715be245cd5ae0901f5277405289d988a|A|3 Empresas Pymes|3.1 VIP
P8174|a60351aa8d8188e04b67c8a912692ba57398beb4a2314254b5778507c4f02da8|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
H8175|85f05e0ea6611eccf022cb3d83578bebcc6c606d46fd6ea2cde06e2d03979e38|A|3 Empresas Pymes|3.1 VIP
Z8176|b0cc402efd826cc743e81b9cea12c36dba32f8d23c2be3eff1d9709a9cfe75d5|A|4 Micro|4.1 Estándar
R8177|5f087131c520de4c1055062fc40d9b36c63001fe06dc8b0741cbda90779bcfb1|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
L8178|45d43014a6c0bcdc7d0ee06dc165ec48102bb71b3255c3efdf189cd8fcd2c054|A|3 Empresas Pymes|3.2 VIP Estándar
M8179|458294a04e345470cbb376c92f91ef5b93e4d0f1cdf85d61a469eaf4e56ae09d|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
X8180|ad067f7d8a69cb50d7ddf1c3fb5882d3b5a11b897f6c551c489f48077b472862|C|1 Emp Grandes|1.1 Platinum
P8181|aef179255e7254b9fbb6b69f86690d50d946d6c1994dd170a4e3c3518facf6a3|A|3 Empresas Pymes|3.1 VIP
H8182|6bc09e889dcc723724d219980251cd5e28241536af129fba0eaca22af3c95956|A|3 Empresas Pymes|3.1 VIP
W8183|30ed591820fc68de3ab212a2f32efbfe01732e4d7d4306c48fe5deb88c81af21|A|4 Micro|4.5 Transaccional
R8184|76895e33357471b24c48d28182a570b23e6e1c4f04429f962a99613779ddcf5b|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
F8185|009786b57f167ccce53fd165dd4363a853ed232e6ce2e4ef7069ef44d3536206|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
I8186|ef6e61b289b1c051a4f7937ac0cff854b8b79aa1c98aade69d0881fbe63ce0b9|A|1 Emp Grandes|1.1 Platinum
D8187|595b0973f087a138da0b14aa6aa27b07ef638843d66d96ab79823959c2ec9a0c|A|4 Micro|4.1 Estándar
O8188|a38eaf6ab23f9b098e6424f36576ad4b5e08e3151ae69912ec751cba2fd9035d|A|4 Micro|4.1 Estándar
M8189|0187451d37bb58da491e107cc513890c1992e926dea1fdee1eb56d486c017024|A|3 Empresas Pymes|3.2 VIP Estándar
A8190|f8430653c9ddb4b4ff0893b0a47fbfce201d63ccae6b0a12d8934613c7c72967|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
Z8191|51a58a46eed9f59d2a6c9ee582aa82c08747372581b9bcf2deeb21ed9a629caf|C|1 Emp Grandes|1.2 Premium
J8192|59ad376f9effd533a59f605a58c2bfe164937ccc74d3b3ec9bf2412198572e6b|A|2 Emp Medio|2.2 Silver
K8193|24399554e37eae76febfaf228f2c1aaa0d613efba7f1173a09f4a7402ce1e9f3|A|2 Emp Medio|2.1 Gold
U8194|c14e146c30a29ffde7574dc764ba85d9d49d95bfabb861951aa887335739dc77|C|1 Emp Grandes|1.1 Platinum
Y4636|fbc202ca054be16b504228eb429d28764b624bf87597762ea51b562bd02c4f1f|A|1 Emp Grandes|1.1 Platinum
M8195|faf8444f556668b216e80ff71fdb78c3f08ccf2bbe9f909af5b629eeda949d57|A|2 Emp Medio|2.2 Silver
B8196|db5a6bc71c04f1d5e6db52ae2fe6d098a8936906cb01235df426aee06442dca7|A|4 Micro|4.1 Estándar
A8197|72eb580adbecb89c9ea1de5e5a0e7e9e6f37774f8adf60fdc0811d99e6cb137e|B|2 Emp Medio|2.2 Silver
Y8198|172d6d77bfdf60e043e1ee008a7e9c7c8facd8996807b1eda5b09b5f0edb1289|B|3 Empresas Pymes|3.2 VIP Estándar
C8199|c7dacebc9cf6f531c681dad4857bd14d3d753663bfeef83c713bd3ab174d8574|A|3 Empresas Pymes|3.2 VIP Estándar
P8200|24313b1380a1b2f473115bcda458df85fa7b26f1ba688d595158f9c50c57f9db|A|3 Empresas Pymes|3.1 VIP
H8201|911986f3519c7aa2c63fdd55ac70097288a95b7a8f057dff56c239be4d98ac3b|A|1 Emp Grandes|1.2 Premium
Z8202|d0f54af1350fb18e83a8b914b48a5977cae561725bf5bbc058989fbeead57aa5|A|4 Micro|4.4 Trans.Natural Ent. 11 a 99 Trab.
R8203|da90ae08fe639c9cee2cb29eee91b6a1c60e88bbf3a018a27d92e279cbb5047b|B|4 Micro|4.1 Estándar
L8204|23c463da3fb4477e527c736ac7f6131d13d3fa61637ea2bded798e7fceee8d1f|A|2 Emp Medio|2.2 Silver
M8205|2b655bed9b62d0735a4e566a2a29cb236b9fe07a3e89d3ed5be8694d6e56fec8|A|2 Emp Medio|2.1 Gold
X8206|766413d7ad0c08e305617a06c460da6376b067d304fc52fcf9645cd90d64dcf1|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
P8207|a45e4dc9a748c1444d3d07a314c726cd199a0f1971e317fb0e7ff689a26e554e|A|2 Emp Medio|2.2 Silver
H8208|d995e5809abb5730f00364f5378f4d3b9aa4bdc85daf12333cc6487885361b47|A|3 Empresas Pymes|3.1 VIP
W8209|f84917f8b3baf3b5c444c4a9af938b946048ec84371b2b1735bc6808a56373ac|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
R8210|3414e6ae1b5adf001008848484c2f668fe3a8791ae236c92cf1d01681af6364d|B|2 Emp Medio|2.2 Silver
F8211|9c248641b9f5c78c4e35ec6d275f52e8dfb04d4b8e2f9ed9db2a5dcb2b75c7a7|B|3 Empresas Pymes|3.2 VIP Estándar
I8212|908a6a17df88e086203510b94e8cbc60503158f74f7a35555bb4158fa00c1d0f|B|2 Emp Medio|2.2 Silver
D8213|3915b83a31fb32cf4458b1cd397bae838f9173257645f6dc52040be4c261679f|C|2 Emp Medio|2.2 Silver
O8214|ab18fa69f5548a5477eda82f90470538d1a5db8358f13e4e82e23fcfbfddc25c|A|4 Micro|4.1 Estándar
M8215|edf5662f3941cd0acb4338fde38e7bec8d33acdb8b7fd5ba8232958b87853acc|A|3 Empresas Pymes|3.1 VIP
A8216|d78f192eb6dad77f622a433214fd2bc6590d4ad7207aa083e8e2a6374c390ecb|A|2 Emp Medio|2.2 Silver
Z8217|c7f62486713b480af02039ae5b8fa10afe5bd72785524a183d0fe8e93cc9967f|A|3 Empresas Pymes|3.2 VIP Estándar
J8218|87c85af7353dd471e152ad865cfde32dca18336149be13d7f5879cdaf8fe57a1|A|4 Micro|4.2 Trans. Mas de 100 Trab.
K8219|bc9e41311844c4e067cc70cb751b09b97bac4d713d4f5c24a8e312d55a0de6e0|A|4 Micro|4.5 Transaccional
U8220|a19c24bcaf76d900a22ff8d7cfd43b25971abfc81f36c997f6e52fd1e8b39630|B|1 Emp Grandes|1.2 Premium
M8221|a8f3ba6be3cdb01eb8fafd06132ea266b2520eb600c6b2f26ec11594b5d26258|A|3 Empresas Pymes|3.2 VIP Estándar
B8222|3e4e0c3dc15ddf54f3fc1d04f4cb57e9520d07393f4c0227670fa96cbdf84f9d|A|4 Micro|4.2 Trans. Mas de 100 Trab.
A8223|c07c97037d6f1dd8ed28df47054b1c22890384a342a5139796d606dbc3ee81ec|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
Y8224|8a160a7f5df5eb3272fe2f85f69d88df09482fb01d1c5beafd7f41898a75cfb9|A|4 Micro|4.4 Trans.Natural Ent. 11 a 99 Trab.
C8225|dba82ac48c5b418ec9caf367165d1e20f80a7311b34742eddaa086a9c176ce7d|A|3 Empresas Pymes|3.2 VIP Estándar
P8226|10244eafedccc28794140a4bdeb6f5acc02f29e3bfb0ff2feba21ed2d6e7cd62|A|2 Emp Medio|2.2 Silver
H8227|3cea6b6db3798bada5792332174f7955b45d6ba466fbc7e0c7263393173e4591|A|2 Emp Medio|2.1 Gold
Z8228|e78df8a462958ff407edcc6e57b9f15fe9dde02a1147b9dfc876237697da1985|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
R8229|0be1c61327bfd7847e341dd0c5db214fc5a717138656915122888583032decf0|A|2 Emp Medio|2.2 Silver
L8230|7acaf2aad8d2084210e62779722b9884d1a254cf129ed4e270d00edfa70f0e5d|A|3 Empresas Pymes|3.1 VIP
M8231|710cf74115fb655093f557e5959335dfefd74ef75516650f17e5478ef5e41af5|A|1 Emp Grandes|1.2 Premium
X8232|db13dc055f1b535c1ca9b15b3bb47e3e57f825f24dd8b202781b0584157a83b8|A|3 Empresas Pymes|3.2 VIP Estándar
P8233|f56a5b254fb80318892f2d3553cb0dd87856fe5b0422704d824e28d22af1ea3f|A|4 Micro|4.5 Transaccional
H8234|cc56ae37e7a9ac78c2fccffbee5d705cc4982763d399b06c66f16952ae2c6b58|A|4 Micro|4.7 Transaccional - Independiente
W8235|f6bed1491bdfb35f60f3d27d8899230717768af0e8c923fe6e708d8d1ee14961|A|5 Micro|5.1 Colsubsidio
R8236|82febce754eba26849160f0424cfe5c69cc578048d1fcaf1c2339e38670b95d3|A|4 Micro|4.5 Transaccional
F8237|e4c91223cb6dfeb9854d07c107cad5f519de240165872908fc1ef6679b94324a|A|3 Empresas Pymes|3.1 VIP
I8238|ec11f7c5e319b1bbc724840ad490761dbfb535e2d2f09ab07bf362034f399059|A|4 Micro|4.1 Estándar
D8239|5c7b259eb1b81f3132968a7056ac9ed8dcb6489d098854fcb8a3a35e4933067f|A|4 Micro|4.1 Estándar
O8240|fb1b1049c8537f852c6a34168a9b0405daf0653d5ea4c1e2540ca86a46387979|A|1 Emp Grandes|1.1 Platinum
M8241|ba373527e88d6f0d90c325cb7b1246d8c8075d3abc4ace8b850aa6e83ade12c4|C|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
A8242|f30ce9cc3c127b43f0bb0c3af5d5be7c4e08cc964f7f4d48c1489a6a3304861e|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
Z8243|4bae02b40e5ed47491641a2d3776460d5b6f80a9cd1275f5caa02b83757efdc0|A|4 Micro|4.1 Estándar
J8244|d37d276b06255ab898f763e9fad2699990ec0d8b5a574008ee68ddc44f6e10cc|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
K8245|9f152294503197d6ffcab400df7bf935f1b728aeb686788473556365a133bb5f|A|3 Empresas Pymes|3.1 VIP
U8246|74f4b3f428e2c82245f7ae42ca5ba9d19db75683b2dcb9adb4a363ba9f4819d5|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
M8247|0aae0cf161b1d61fca3316cb615dca457070ffc972de380113ae16634c44a27c|A|3 Empresas Pymes|3.2 VIP Estándar
B8248|2f1928bd10823e5fd49327de6e1fb7ea9c09efb394afc0718d918d82e735a6ae|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
A8249|6dd3507eac7371d59346fd06e7271bdf39f1daf588fa1320641c823091a220e4|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
Y8250|ab450afa607bae374b4744e4d7f774e2ecb85a66778bd945d9d62bbaad5fdcc6|A|2 Emp Medio|2.1 Gold
C8251|819816b35c063d7a46117884b9a41d8729245ed9db5f9c140d6208fbf48720a5|B|5 Micro|5.1 Colsubsidio
P8252|a672a9b5f32bdfa7e23115043a78a6585ce4a79ed5d45f25857d65668ae03dc1|B|3 Empresas Pymes|3.1 VIP
H8253|f99433cfa6111d8ba31bb5e824973a64589bd9d1e6eed01deb7520612f78d211|A|2 Emp Medio|2.1 Gold
Z8254|f0f3c0f2fa3306e133f55685d4b4d64066b6ea72f104d5358a8d04705843e4b5|A|4 Micro|4.7 Transaccional - Independiente
R8255|69e2609b9937c43fd93c2c0b605a5407f85670d986015cc8eebd0b6851689706|B|3 Empresas Pymes|3.1 VIP
L8256|794c67468a1aea6c83233ccd8dbedb9816416b8e79f9ca251cfc5f12fa83ca4a|B|1 Emp Grandes|1.1 Platinum
M8257|08d93a15b0bfcf876a502de6a1ac0c8f1610455653587dcd6491536000a76109|B|3 Empresas Pymes|3.2 VIP Estándar
X8258|b564ecd74a265b342477786b4ce3296b7dfe66523d893f42102f790fe0431b56|A|3 Empresas Pymes|3.1 VIP
P8259|64253cd4efd2f643ffcac14cdd0fcec3e4bcdb826380255955ffd07ec2f83e08|A|2 Emp Medio|2.2 Silver
H8260|2214bfa2aae3c10724c5a7a2a2529d96c6a4b97603cc02f2b116336d2af4a855|B|1 Emp Grandes|1.2 Premium
W8261|81efa8ffcfa6f8debdc3bea8a23948cd00c646e5f152c24be01c5ad126b2726b|A|2 Emp Medio|2.1 Gold
R8262|414a3d7c89906d91e6b6b5379f44d98257cb48b3d957edaab6a477b04698eec7|A|4 Micro|4.5 Transaccional
F8263|c686bdd2fba0ac3789b8b21fd62c6ceb40b0834abb46992fd1d8d6bab906a068|A|3 Empresas Pymes|3.1 VIP
I8264|133802de9fa41dc6f3b21b2bcc84dba38cb3336ff1dba58b2c97e79c62dae987|A|3 Empresas Pymes|3.1 VIP
D8265|009d2e4e11b92a1c47700dfc32de21ff9daa45d908463e332139ef7bc68878c3|A|2 Emp Medio|2.2 Silver
O8266|7f145e13419f79bdaa3ce2b30afbac152b38bca8f9524a198f0e83c94b53773a|A|4 Micro|4.5 Transaccional
M8267|71bbb1403ef83488ba47ff629edc05b4360b2c26411a2997ef991fa222184663|A|2 Emp Medio|2.2 Silver
A8268|309d1b419ad77fc77a3cd430b83995ecd95df0b5cfbe46dda37678b85fed34c9|A|3 Empresas Pymes|3.2 VIP Estándar
Z8269|7c50261519c903ebac0321985981a31efc4ca2016826eb3030cf39709f90349f|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
J8270|6b211e1db1b51dcd5d7198592af1ef9dc55fd96f7184bbde8c21e1cb988938fd|A|3 Empresas Pymes|3.1 VIP
K8271|20d205db88e751b350b9096fb30ce2e980e95c7dbf1c6dc5f8855e44ec02a472|B|4 Micro|4.1 Estándar
U8272|16fff44339fec6bd91f88097b3d0f59e2ad820882045c0c36efb04b700d40833|A|2 Emp Medio|2.2 Silver
M8273|6fa20f3e2c64e423231907dee85944478af5def34558aa1877b52cab17becb1a|A|3 Empresas Pymes|3.1 VIP
B8274|d00eb1aa41a9b77ea303ee068778c695f3edb1e6a787de2b2ed5a47f8fcb5e94|A|4 Micro|4.5 Transaccional
A8275|fa986054561810c912870f6d1abc354787745ddd49445dfbd13251c3b3aec778|A|2 Emp Medio|2.1 Gold
Y8276|2654f5bd048aca58bc06a14a6980d02e8298a5b085310c67b605344426e90792|A|1 Emp Grandes|1.2 Premium
C8277|9b564c9d3a78bde2583ef2f8fdb7194fa7efbf392f695969acdbb7f6a3324134|A|4 Micro|4.1 Estándar
P8278|1f9878c34e32f412560d0c23b4129749d392573cc44e31db2f2525344d8e70df|A|2 Emp Medio|2.2 Silver
H8279|ab492f4ef1b609a8a2349e22426e55890121f4bd3b6eccf02d7e3a3416b994d6|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
Z8280|fa4c0d58af53cf0ce552e8cf990fd2b0c9a116e65834afbe1b97e66bc24f9484|B|3 Empresas Pymes|3.2 VIP Estándar
R8281|5a7ce14e1a9ce4555df0ec83ec19e17a07f143213e7f112efae76d0bf993c90e|A|1 Emp Grandes|1.2 Premium
L8282|d6ae2af285dcde8dda1592a0ebdcc878a8ac0ea952e5937e34cd43da27648943|C|3 Empresas Pymes|3.1 VIP
M8283|175aabe338865274d3ad84b088932c37efb484ff6925beeade55435cacb7e865|B|1 Emp Grandes|1.2 Premium
X8284|2b4021b790cc61b6dfe46fca8a5c2bd5f20a7b7562ee2b01fe1d95dc0c917e4a|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
P8285|4faaf0691aeabf53ef10ba77782e3e3ffda45801a7aa8cc6b5e325f63bd4ac72|A|4 Micro|4.5 Transaccional
H8286|bf03cf6051753b229e57a4e47d9778ad4ffd0e9fa061154962b20594e813e457|A|3 Empresas Pymes|3.2 VIP Estándar
W8287|25e7dde67a3f96b94f391410447d97c376d1ed6bc62a18a8ee6e422fd06b63be|A|4 Micro|4.8 Transaccional - Pensionado
R8288|092227286d50dad1e03e75441738147a9cb13842bcc586d872e958273cd8063a|A|3 Empresas Pymes|3.1 VIP
F8289|25ee708daed4c545767cea3dc91a0c11dfffaa0515d6250cd1df7cf565ac5f7c|A|3 Empresas Pymes|3.1 VIP
I8290|e98fe7ba33ca853d63bdfa9ab08abcabe9c500b2e8472a6cafc80d38244b4def|A|3 Empresas Pymes|3.1 VIP
D8291|7cd4475ea98f47fe944e7a6b5b855365ac866e246535fe20c01bc9c9f16b785b|A|2 Emp Medio|2.1 Gold
O8292|0d601752b40f2a0a41d588a04c0a7e86b4183810f365c210953205159e99d07f|A|3 Empresas Pymes|3.2 VIP Estándar
M8293|27b422d22a9774ee4ab551322f652b5e22eba8fd10bd26f96e7d83b0b6dce36c|A|2 Emp Medio|2.1 Gold
A8294|127158f7e91fff8eccbb9513ed60bc906ffd062a7d0ffa58ee9d210c908f700c|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
Z8295|164ae5edb429e8a84d46f1728b5ed60c61880f3986e6f08f2c50363640a2c6c4|C|1 Emp Grandes|1.1 Platinum
J8296|8da7f3aecaa0c637581638c99937558c607f6e97f688cf73e4434cf327b8df4e|A|4 Micro|4.5 Transaccional
K8297|45d9ad0332e9e1625b56574c9063c81bf0ec02fa1cb148f4169e4d3f185e0686|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
U8298|34c31d35b797855779d092a1f0484bcfbcb0b97b263451d3bd8c009014fe7132|A|3 Empresas Pymes|3.1 VIP
M8299|b714d2a1ae692464b2836dd06c7276117eefdd063562991b13ad2e064feb903a|A|4 Micro|4.5 Transaccional
B8300|42b15ace5c9137fd70305a2e3dade3280e5de80d85af92de8b273e0420f78e3a|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
A8301|cd8c9b5252696792919a48349f56fdcf0079d1936ee916d92654bffc3c07ea98|A|3 Empresas Pymes|3.2 VIP Estándar
Y8302|65b670d31f3d17e91c9daeb0a574a58933cc23914ff7b0d80ae68cdbb75c0f9f|C|1 Emp Grandes|1.1 Platinum
C8303|5e96d91746f1c79ff379ade0ea9c847df54b766db4f9b960aac06cfa22b68967|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
P8304|d80bd2d2c2596811e96a92f37072aebb0e493086cafb7430e0beb7dbf1e336be|B|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
H8305|15de1a47920655dc41cb46fb00cbed1ddf398c807fc10b768c3214f98ad88442|A|3 Empresas Pymes|3.1 VIP
Z8306|b33bf2f7f52a146ca3a13f4ba82c67e001a12161527bb9d9e3d0893496034940|A|3 Empresas Pymes|3.1 VIP
R8307|0e79e74594da35f7016724251dbf35a2499f3dbebcf7abf4b6e20cc0decc2699|A|4 Micro|4.2 Trans. Mas de 100 Trab.
L8308|4faa9bdb8b13c7522cf4b2b7075716488d90c93dd8f7084d089d55469518b9ca|B|1 Emp Grandes|1.1 Platinum
M8309|2492e291837b9f9c6115c7d0942f21cf2631b5ec99178224eb212c4bfdbfc3dc|A|4 Micro|4.5 Transaccional
X8310|fe2534055c33608fd8d4da88e3ab07b4ef5dbe893e21574d9b9473073249acf8|A|2 Emp Medio|2.2 Silver
P8311|a58ea64b35d824dbaddb6085ad85ed31e0470667372072e0ba5aef5db164959b|A|4 Micro|4.1 Estándar
H8312|ee7afc7069fc10a1097fa8700d3a0d91d1ff4095fd8e9610ca914d301e2d8efa|B|2 Emp Medio|2.2 Silver
W8313|1c1781a6372d7baf7c3c85cb44b220227de42ec8f6fcea161a11c54a238cf9c3|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
R8314|fbe0f9f59f6f026fdfa8ed70fb6127c5a586c2287b82f5a9617d36f4fd96ca92|B|1 Emp Grandes|1.2 Premium
F8315|3ad857b5f8ebe064fe95ca00c1302420340060621c617b34865518bee0bca2f5|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
I8316|ca18ac417d04cbc9067244cdb8b34965f5dfb894fa29d354017cf533f32f6af4|A|3 Empresas Pymes|3.1 VIP
D8317|7c8035e1b4f40d8b1aa4cbbfac35b148f5bcddbbf9256c2f875b41aa28fd0dff|A|4 Micro|4.8 Transaccional - Pensionado
O8318|013ab62c19fe946fc2e4487c14cd2a4a8bca9e5ee1881c4afbefbb0a798d8603|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
M8319|520099c210e57ed07bca597c9e9eb5f5eebe09f4fa96c6e7d2d3004b95693a3a|A|4 Micro|4.1 Estándar
A8320|3aaa3ac4cbf843a6583ae82a79e0ea48d0442020512fcd95f692f1aa7ed9e06f|A|2 Emp Medio|2.1 Gold
Z8321|2dba97340a002f145360180a3dffb0e2bcaafb1bccbd1c37f8b894cc867350bb|A|4 Micro|4.5 Transaccional
J8322|e768a7df9fc42e751cd392861efa5773d6b23ffbe795efcf48ed461de3ce4120|A|1 Emp Grandes|1.1 Platinum
K8323|9e7e9a0c71382f5986883fe62c1f9e1b81813dbbc98966602b762486dd19ff5c|A|4 Micro|4.1 Estándar
U8324|66c6636b97c68a8c3d1657ad453b2aa231950f1572d98bca2c13941d89b0dea6|A|4 Micro|4.5 Transaccional
M8325|d178ae98d252d60e4a9c3aa8b7bffb4ac7253166460b57130f31a680df70df7a|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
B8326|2e15653efe7fc2fad900cbb2da4e37e8dc106f98485a19c0ec306c01887777a1|C|1 Emp Grandes|1.2 Premium
A8327|5404ae7359d29a5032e93eb818400f591c54467277e1a09f122dbe1599593ea8|B|2 Emp Medio|2.1 Gold
Y8328|b3d7f190fcfadbd3a582071f52da513fdaeb86c5e14a5eae9b9bed1eff83b282|A|4 Micro|4.2 Trans. Mas de 100 Trab.
C8329|c5295f133a3af525f95b9985af1efa9d260434d55a3b57d11d6ab23b396bf2cc|A|1 Emp Grandes|1.2 Premium
P8330|8c3155517b661959bd987d6f045fd7653266ceb52837b8ca26777b071409269f|C|4 Micro|4.5 Transaccional
H8331|449c7487dbb73c85ca996500f8849857851eff3c913b7cf04f3326ed7530c588|A|4 Micro|4.1 Estándar
Z8332|e20a43bb87e59daafb57eaed4b4967b75eea76d136b27e140bd958c231d4dfbd|A|1 Emp Grandes|1.2 Premium
R8333|1b965cfd833d38ce8522eb034905ec77c83044bf2e073296d865c77f4f1dfd6a|A|3 Empresas Pymes|3.1 VIP
